geoname,,,AGRm,MINm,MANm,TandWm,INFm,FandIm,Rem,HSm,PIEPCm,TRADEm,PSTEm,MEHIm,unemployrate
Kansas,,,0.0292,0.0031,0.1834,0.0343,-0.0392,0.0435,0.0519,0.0145,0.1107,0.0062,0.0086,-0.169,-0.55
Kansas,,,-0.1055,0.0271,-0.0057,0.0219,0.0393,0.0812,-0.0233,0.0104,0.0549,0.0189,0.0294,0.368,-0.666666666
Kansas,,,0.1541,0.0006,-0.3453,0.0031,0.1265,-0.0387,-0.078,0.0193,0.0425,0.053,0.0335,-0.342,-0.416666667
Kansas,,,-0.1318,0.0021,0.186,-0.0194,0.0059,0.0279,0.0638,0.0009,0.087,0.032,0.0204,0.598,-0.791666667
Kansas,,,0.0499,-0.0252,-0.1173,-0.0539,-0.094,0.0083,0.0972,0.0479,0.0745,0.0297,0.0493,0.176,-0.358333333
Kansas,,,0.03825,-0.0985,0.49206,0.14751,-0.05588,0.24868,0.32281,0.12857,0.0804,0.23169,0.17414,0.175,-0.133333333
Kansas,,,-0.06607,0.03289,0.05902,0.10684,0.21941,0.00262,0.27536,0.04921,0.1067,0.12351,0.04008,-0.107,-0.4
Kansas,,,0.05762,-0.00846,0.18819,-0.02303,0.00133,-0.11992,0.08971,0.03809,0.1256,0.02442,0.03979,0.681,-0.258333334
Kansas,,,-0.06611,0.00971,-0.04651,-0.01676,-0.23695,0.00503,0.2275,0.03292,0.1005,0.01479,0.02548,0.942,-0.083333333
Kansas,,,0.0983,0.00969,-0.20163,-0.01132,0.17926,0.07297,-0.07932,0.02181,-0.043,-0.0274,-0.00675,-0.094,2.575
Kansas,,,0.05137,-0.01655,0.18255,0.0456,0.01348,0.02305,0.02523,0.03407,0.3897,-0.07809,0.0357,-0.045,-2.541666667
Kansas,,,-0.20366,-0.01568,0.09188,-0.00966,0.42673,-0.02513,-0.00342,0.03902,0.3631,-0.10909,0.09309,-0.889,-0.641666666
Kentucky,,,-0.004,0.084,0.0466,0.0488,0.0155,0.0493,0.013,0.0148,0.0863,0.1258,-0.0115,0.398,-0.716666667
Kentucky,,,-0.004,-0.0044,0.0674,0.0292,0.0038,0.0584,0.0702,0.0481,0.1046,0.0623,0.0124,-0.543,-0.016666666
Kentucky,,,0.0748,-0.0034,-0.5993,0.0161,0.0046,0.0347,0.0316,-0.0058,0.1213,0.0798,0.0158,0.219,-0.35
Kentucky,,,-0.0486,0.0817,-0.0656,-0.0387,0.0308,0.077,0.0637,0.0349,0.0632,0.0401,0.0337,0.213,1.066666666
Kentucky,,,-0.0071,-0.0985,0.1327,-0.011,0.0437,0.0151,0.0155,0.0496,0.0698,0.0485,0.021,-0.334,0.583333334
Kentucky,,,-0.0025,-0.0443,0.1195,0.0353,0.0072,-0.0018,-0.0365,0.035,0.0914,0.1073,0.0014,-0.09,0.4
Kentucky,,,0.0324,-0.0169,0.0924,0.0377,0.0328,0.0008,0.0101,0.0377,0.1197,0.0543,0.0233,-0.334,-0.691666667
Kentucky,,,0.0108,0.0119,0.0457,0.0678,0.0283,0.0505,0.0012,0.0285,0.1213,0.0951,0.0026,0.008,0.375
Kentucky,,,0.0285,0.0207,0.2956,0.0023,0.0088,0.0172,-0.0274,0.0099,0.1083,0.0392,-0.001,0.241,-0.15
Kentucky,,,-0.0887,-0.0097,-0.1602,-0.018,0.0247,-0.0011,0.0904,-0.0077,0.0666,0.0173,0.0164,-0.142,-0.358333333
Kentucky,,,-0.0086,0.0056,-0.1713,-0.008,0.0713,-0.0641,0.0595,0.0467,0.0706,-0.0374,0.0571,0.032,1.158333333
Kentucky,,,0.0613,0.0016,-0.4159,-0.0448,0.0518,0.0435,0.0389,0.015,-0.0178,-0.1677,-0.0071,0.223,4.24166667
Kentucky,,,-0.0556,0.0301,0.3755,0.0318,-0.0104,-0.0016,0.1054,0.0078,0.0816,0.0573,-0.0009,-0.28,-0.5
Kentucky,,,0.0042,0.0314,0.021,0.0137,-0.0335,0.0471,0.0888,0.0429,0.0886,-0.0038,0.0117,-0.32,-0.89166667
Kentucky,,,-0.0217,-0.1765,0.3004,-0.0012,-0.0663,0.0077,0.0233,0.0324,0.0581,0.0237,-0.0101,0.058,-1.175
Kentucky,,,0.0787,-0.0444,0.1194,-0.0089,-0.0118,-0.0087,0.0216,-0.0133,0.0594,0.032,-0.0004,0.404,-0.283333333
Kentucky,,,-0.0324,-0.0009,0.0231,0.0052,0.0238,0.0661,-0.0271,-0.002,0.0826,0.0351,0.0192,-0.331,-1.5
Kentucky,,,0.0147,-0.1215,0.0683,0.0064,-0.0281,0.014,0.0704,0.0707,0.106,0.0909,0.0333,-0.044,-1.183333334
Kentucky,,,0.04249,-0.09494,0.14118,0.15486,0.04487,0.28633,0.21359,0.25794,0.0962,0.29266,0.15711,0.313,-0.2
Kentucky,,,0.04912,0.00957,0.06771,0.08257,0.01123,0.07345,0.1079,0.09409,0.1155,0.24418,0.03013,0.413,-0.258333333
Kentucky,,,-0.0033,-0.0096,0.01321,0.0204,-0.01672,-0.0182,0.07122,0.06423,0.1484,0.0564,0.05168,0.449,-0.575
Kentucky,,,0.00322,-0.00865,0.23936,-0.00647,0.05752,0.00319,0.05229,0.0483,0.0764,0.074,0.03334,0.034,-0.1
Kentucky,,,-0.03094,-0.01919,-0.2631,0.05105,0.00125,0.03772,-0.00089,-0.0435,-0.0218,0.01708,-0.03781,0.058,2.35
Kentucky,,,0.04842,-0.01162,0.06803,0.06845,0.07789,0.02273,0.13477,0.15352,0.4541,-0.04065,0.09277,-0.4,-2.025
Kentucky,,,-0.02053,0.04848,0.1616,-0.02149,0.04742,-0.04216,0.01649,0.0762,0.3166,-0.12096,0.08823,-0.41,-0.516666667
Louisiana,,,-0.0264,0.7818,-0.0127,-0.0067,0.005,0.0279,0.0195,-0.0789,0.0836,0.0972,-0.0339,-0.336,-0.366666666
Louisiana,,,0.0125,-0.4252,0.3181,-0.0078,0.012,0.053,0.0217,0.0231,0.082,-0.0061,0.009,0.044,-0.541666667
Louisiana,,,0.0026,-0.5966,-0.4962,0.0077,0.0076,0.0388,0.0433,0.0104,0.0934,0.0115,-0.0042,-0.492,0.175
Louisiana,,,0.0015,0.6196,-0.256,0.004,0.0295,0.0187,0.0305,0.0185,0.0772,0.1031,-0.0002,0.3,0.45
Louisiana,,,-0.0042,-0.8271,0.6088,-0.005,0.0373,0.0224,-0.033,0.0471,0.0676,0.0806,0.0351,0.042,0.391666667
Louisiana,,,0.0243,-0.5344,1.0266,0.0099,0.0081,0.0015,-0.0176,0.0314,0.109,0.1095,-0.0058,-0.184,0.291666666
Louisiana,,,-0.0076,-0.1662,0.7241,0.0413,0.0409,-0.0084,-0.0192,0.0353,0.11,0.0817,-0.0067,0.309,-0.583333333
Louisiana,,,0.0029,-0.2791,1.2866,0.0665,0.0416,0.0379,0.0232,-0.011,0.0932,0.093,-0.0341,-0.035,1.358333333
Louisiana,,,0.0197,0.1881,-0.996,0.1012,0.0002,-0.0151,0.0503,0.0025,0.2967,0.2053,0.0569,-0.257,-2.925
Louisiana,,,-0.0179,-0.0574,-0.9009,0.0627,0.0569,0.0214,0.1234,0.0255,0.1181,0.0511,0.0561,0.532,-0.041666666
Louisiana,,,-0.0191,-0.1014,-0.2677,0.0873,0.0457,-0.0374,0.2747,0.0898,0.083,-0.0916,0.1244,-0.43,0.575
Louisiana,,,0.0397,0.503,-0.1584,-0.0606,-0.0055,0.0525,0.1391,0.0447,-0.0297,-0.1754,-0.0496,0.797,2.125
Louisiana,,,0.0099,-0.211,0.7601,0.0261,0.0875,-0.0009,0.0529,0.0292,0.0838,0.035,0.0211,-0.882,0.725
Louisiana,,,-0.0278,-0.0993,-0.7397,0.0144,-0.058,0.0066,-0.0435,-0.0166,0.097,0.0062,0.0014,0.018,-0.083333334
Louisiana,,,0.0139,0.0131,-0.0145,0.0392,-0.0267,-0.0049,0.0203,0.0186,0.074,0.0475,0.0331,-0.293,-0.666666666
Louisiana,,,0.0196,-0.1951,-0.4039,0.0837,0.0454,-0.0178,0.003,0.0191,0.0762,0.0658,0.0149,0.842,-0.35
Louisiana,,,-0.0135,-0.0353,0.2414,-0.0218,-0.0278,0.0629,-0.0407,0.0687,0.0941,0.0288,0.0299,-0.566,-0.166666667
Louisiana,,,-0.008,0.0193,0.2261,-0.1194,0.0314,-0.0294,0.0005,0.0686,0.0716,0.0284,0.0047,0.43,0.041666667
Louisiana,,,0.00668,-0.68772,-0.08613,0.06978,-0.0634,0.3417,0.26711,0.30017,0.0719,0.32032,0.25813,-0.496,-0.225
Louisiana,,,0.02085,0.14363,0.23322,-0.02376,0.01398,0.07415,0.1283,0.02203,0.1151,0.11163,-0.0366,0.074,-0.958333334
Louisiana,,,0.00654,0.0737,0.26239,-0.00195,0.00584,-0.01613,0.11151,0.02077,0.1285,-0.00219,0.03927,0.639,-0.283333333
Louisiana,,,-0.01498,0.09865,0.06478,-0.01936,0.0111,-0.00991,0.04871,0.05211,0.0968,0.01058,0.04101,0.113,-0.208333333
Louisiana,,,0.01229,-0.15453,-0.85052,-0.08552,-0.07084,0.08742,0.01975,-0.03236,-0.0437,-0.04746,-0.12815,-0.119,4.05
Louisiana,,,0.00239,-0.08613,0.03851,0.06679,0.06802,0.01464,0.09816,0.03678,0.4722,-0.03176,0.05667,0.399,-3.066666667
Louisiana,,,-0.03134,-0.05771,-0.15208,-0.00834,0.06666,-0.07445,-0.04862,0.13064,0.3063,-0.11673,0.09464,-0.336,-1.975
Maine,,,0.015,0.0003,-0.0276,-0.0008,0.0076,0.0214,-0.0013,0.0123,0.1194,0.0592,-0.0107,0.411,-0.733333334
Maine,,,0.0105,0.0005,0.0429,-0.0001,0.0064,0.0201,0.0099,0.0222,0.1416,0.0145,0.0109,0.413,-0.45
Maine,,,-0.0026,1.00E-04,-0.065,-0.0089,0.0061,0.0197,0.0516,0.0259,0.12,0.0418,0.0156,-0.235,0.416666667
Maine,,,-0.0039,0.0001,-0.0133,-0.0005,0.0125,-0.0064,0.0379,0.0218,0.1258,0.0292,0.0168,-0.033,0.708333333
Maine,,,0.0001,-0.0001,0.0086,0.0041,0.0061,-0.003,0.0089,0.0137,0.1309,0.052,0.0055,-0.077,0.691666667
Maine,,,-0.0069,-1.00E-04,0.0445,0.0062,0.0057,0.0031,0.0189,0.0293,0.1499,0.0236,0.0086,0.487,-0.491666667
Maine,,,0.0028,-0.0003,0.0084,0.0053,0.0069,0.0092,-0.0015,0.0037,0.1541,-0.0021,0.0013,0.202,0.233333334
Maine,,,-0.0171,0.0001,0.0293,-0.0044,-0.0024,0.0014,0.013,-0.0072,0.1049,-0.0254,0.005,0.148,-0.025
Maine,,,-0.0089,0.0008,-0.0165,-0.0019,-0.0027,-0.0096,-0.0108,0.0214,0.09,-0.0243,0.0219,-0.32,0.708333333
Maine,,,0.0068,-0.0006,-0.0357,-0.0055,-0.005,0.0188,0.0307,0.0023,0.0106,-0.0378,-0.0108,0.062,2.991666667
Maine,,,0.0037,0.0002,0.01,0.0042,0.0029,-0.0012,0.033,-0.0145,0.1292,0.007,-0.0046,-0.029,0.025
Maine,,,-0.0019,0.0014,-0.0029,-0.0021,-0.0073,-0.001,0.0027,0.0044,0.0141,0.0009,0.0015,-0.185,-0.533333333
Maine,,,0.006,-0.0008,-0.0004,0.0005,-0.0048,-0.0034,0.023,-0.0017,0.0588,0.021,0.0066,-0.487,-1.125
Maine,,,0.0041,-0.0004,-0.0079,-0.0049,0.0087,0.0002,0.0012,0.0155,0.1188,0.0205,0.0099,-0.111,-1.175
Maine,,,0.00964,0.00059,0.08012,0.0225,0.01557,0.0857,0.09571,0.09945,0.1754,0.08533,0.07951,-0.042,-0.608333333
Maine,,,0.00922,0.0019,0.02495,0.01136,-0.01147,0.06776,0.0446,0.041,0.1846,0.05527,0.0249,0.185,-0.416666667
Maine,,,-0.00155,0.00065,0.01636,-0.00417,0.01274,-0.00323,0.04703,0.01516,0.2008,0.0233,0.03323,0.494,-0.183333333
Maine,,,0.00203,-0.00143,0.01742,-0.00125,0.00836,0.01595,0.01997,0.02817,0.1057,0.01651,0.02688,0.799,-0.233333333
Maine,,,-0.00366,0.00305,0.04126,-0.00242,-0.00278,0.04707,0.09768,0.00841,-0.014,0.0209,-0.00103,-0.4,2.175
Maine,,,-0.00074,-0.00153,0.01331,0.00937,0.02214,0.00595,0.02902,0.02437,0.556,0.0045,0.05279,0.491,-0.5
Maine,,,0.00957,-0.0019,0.00205,-0.00683,0.01565,-0.01653,0.04708,0.01056,0.4059,-0.03672,0.04526,-0.155,-1.675
Maryland,,,0.0031,0.0053,0.0362,0.0019,0.0446,0.1332,0.0387,0.0294,0.1143,0.1943,0.1624,0.457,-0.566666666
Maryland,,,0.0079,0.0001,0.0455,0.0132,0.015,0.1226,0.1226,0.0611,0.1306,0.094,0.1048,0.192,-0.783333334
Maryland,,,0.0133,0.0054,-0.0094,0.0185,0.0602,0.038,0.1228,0.0734,0.1806,0.1269,0.1276,0.085,0.058333334
Maryland,,,-0.0037,0.0032,0.1199,-0.0232,0.0652,0.0853,0.2314,0.0394,0.113,0.124,0.1993,-0.351,0.691666666
Maryland,,,-0.0125,0.0003,0.0591,-0.0004,0.0498,0.074,0.1659,0.0581,0.0861,0.0662,0.1757,0.343,0.566666667
Maryland,,,0.0033,-0.0012,-0.0619,0.0043,0.0331,0.0468,0.1703,0.0609,0.1268,0.1694,0.0936,-0.801,0.025
Maryland,,,0.0107,0.0014,0.0956,0.0497,0.2396,-0.0076,0.2853,0.0912,0.1682,0.0799,0.1596,0.516,-0.183333333
Maryland,,,0.0051,-0.0011,-0.0681,0.0317,0.1121,0.1564,0.4326,0.028,0.1921,0.1209,0.0889,0.253,-0.141666667
Maryland,,,0.0027,0.0011,0.1079,0.0157,0.0641,-0.0021,0.1158,0.0644,0.1788,-0.0188,0.0715,0.196,-0.3
Maryland,,,-0.0203,-1.00E-04,0.1382,-0.022,-0.1784,0.0072,0.1998,0.0158,0.1372,-0.052,0.0234,0.045,-0.441666667
Maryland,,,0.013,-0.0096,-0.0022,-0.0096,0.3107,-0.1788,-0.0576,0.1276,0.0853,-0.1046,0.2164,-0.57,0.791666667
Maryland,,,0.0069,-0.017,0.0727,-0.0211,0.1096,0.1393,-0.0152,0.0564,-0.0659,-0.2446,0.0654,0.097,3.025
Maryland,,,-0.0097,0.0176,0.0983,0.0435,0.1949,-0.0571,0.2008,-0.0044,0.0858,0.1066,0.0779,-0.113,0.275
Maryland,,,-0.0032,-0.0088,-0.0542,0.0242,0.0061,-0.0338,0.2337,0.0614,0.1049,0.0155,0.1197,0.339,-0.508333333
Maryland,,,-0.0002,-0.0012,-0.1435,-0.0209,-0.0878,0.1024,-0.0025,0.0239,0.0614,0.0449,0.0782,0.203,-0.45
Maryland,,,0.01,-0.0034,0.0589,-0.011,-0.0294,0.0704,-0.0274,0.0141,0.0547,0.0232,-0.1061,-0.412,-0.35
Maryland,,,-0.0045,0.0015,-0.0632,0.0151,-0.1726,0.2109,0.007,0.0567,0.0941,0.0688,0.0827,0.705,-0.783333334
Maryland,,,0.001,-0.0039,-0.0067,0.017,0.0581,-0.0032,0.2001,0.1074,0.0767,0.0954,0.0494,-0.304,-0.741666666
Maryland,,,0.01342,0.00454,0.33258,0.20794,0.23224,0.31455,1.05923,0.38052,0.0801,0.3703,0.66408,-0.059,-0.7
Maryland,,,0.01919,-0.00106,-0.01254,0.03674,0.03683,0.05029,-0.39026,0.13267,0.1022,0.28093,0.11314,0.83,-0.291666667
Maryland,,,-0.00977,-0.00316,0.0411,0.02421,-0.10491,-0.02611,-0.05712,0.0558,0.1465,0.03899,0.30884,0.286,-0.183333333
Maryland,,,0.00929,0.00529,0.00602,-0.02049,-0.13235,-0.00618,-0.16544,0.05458,0.0683,0.01391,0.19897,0.924,-0.425
Maryland,,,-0.03199,-0.00111,0.08871,-0.02574,-0.127,-0.22543,-0.03942,-0.15636,-0.1625,-0.1257,-0.06878,-0.2,3.125
Maryland,,,0.02656,-0.00115,0.05199,0.08719,0.53171,0.08264,0.18432,0.10475,0.4879,-0.0146,0.37656,-0.19,-1.2
Maryland,,,0.00652,-0.00252,-0.08827,-0.01344,0.3933,-0.10519,0.27469,0.09471,0.4102,-0.1951,0.25826,0.32,-2.083333334
Massachusetts,,,-0.0067,0.0066,0.2365,0.0042,0.0494,0.2637,-0.0064,-0.0307,0.1433,0.2779,0.0283,-0.042,-0.683333333
Massachusetts,,,0.0086,0.0028,0.216,0.0153,0.1018,0.2119,0.1631,0.0391,0.1571,0.1099,0.2597,0.13,-0.091666667
Massachusetts,,,0.0116,0.0017,0.5669,0.0255,-0.0096,0.4845,0.1372,0.1056,0.2046,0.2255,0.3468,0.198,-0.466666666
Massachusetts,,,0.001,0.0049,-0.1387,-0.0999,0.154,0.0884,0.314,-0.0297,0.1394,0.0406,0.0911,0.698,0.966666666
Massachusetts,,,0.0059,-0.0036,0.0549,0.0072,0.1266,-0.0083,0.0596,0.095,0.1004,-0.0268,-0.0171,-0.473,1.433333334
Massachusetts,,,-0.0004,-0.002,0.4411,0.0248,-0.0226,-0.1812,0.2214,0.081,0.1794,0.2351,-0.0302,0.009,0.516666666
Massachusetts,,,-0.0003,-0.0016,-0.1232,0.0491,0.2007,0.0556,0.0999,0.0855,0.2023,0.1107,0.2964,-0.031,-0.625
Massachusetts,,,0.0117,-0.0074,0.099,0.0229,0.1625,-0.0034,0.1832,0.081,0.1979,-0.048,0.0716,0.359,-0.308333333
Massachusetts,,,0.0207,-0.0006,0.3026,-0.0087,0.0094,0.1382,-0.1059,0.1437,0.1791,0.0158,0.1108,-0.324,-0.1
Massachusetts,,,-0.0082,0.0088,0.4647,0.0096,0.1818,-0.1168,0.1519,0.09,0.1127,-0.0425,0.1591,0.234,-0.183333333
Massachusetts,,,-0.0023,-0.0144,-0.282,-0.0246,0.2018,-0.3575,-0.0381,0.2128,0.1036,-0.0429,0.4508,-0.038,0.816666666
Massachusetts,,,0.0201,0.0022,-0.2182,-0.0413,-0.1472,0.5004,0.0348,0.0427,-0.0705,-0.2211,-0.2252,-0.093,2.741666667
Massachusetts,,,-0.0008,-0.0029,0.423,0.0324,0.216,-0.0543,0.2647,0.0807,0.1114,0.0687,0.1762,0.098,-0.016666667
Massachusetts,,,-0.0245,-0.0009,-0.0667,0.0346,0.0119,-0.0125,0.3077,0.0694,0.1162,-0.0371,0.1587,0.061,-0.833333333
Massachusetts,,,0.001,0.0015,0.1237,-0.0204,-0.0023,0.3174,0.1157,0.1367,0.0766,-0.0959,0.2108,-0.109,-0.525
Massachusetts,,,-0.0147,0.0023,-0.0839,0.0006,-0.0351,-0.2931,-0.0066,0.0465,0.0861,0.0936,-0.0092,-0.233,-0.058333333
Massachusetts,,,-0.0138,0.0042,0.0329,0.0133,-0.0225,-0.0832,0.0788,0.0789,0.1387,0.091,0.1617,-0.032,-0.9
Massachusetts,,,0.0018,-0.0032,0.0583,-0.0075,0.2215,0.0566,0.2935,0.1587,0.1389,0.1331,0.3036,0.576,-0.95
Massachusetts,,,0.00446,0.01643,0.51628,0.25798,0.53199,1.52514,0.87562,0.8189,0.1336,0.61156,1.5792,0.456,-0.75
Massachusetts,,,0.01238,-0.01615,-0.35146,0.16404,-0.24727,0.00955,-0.49882,0.26291,0.1929,0.3722,0.54525,0.319,-0.25
Massachusetts,,,-9.00E-05,-0.00176,0.29132,0.00857,0.12475,0.08264,0.26766,-0.0089,0.1873,0.01423,0.59332,0.99,-0.316666667
Massachusetts,,,0.00469,0.00493,-0.04837,0.05638,0.3798,-0.05314,0.21368,0.15011,0.1546,0.07782,0.65346,0.01,-0.458333333
Massachusetts,,,-0.00549,-0.00521,-0.04926,-0.20598,0.21083,0.2413,0.00344,-0.1231,-0.1708,-0.15151,0.35902,-0.092,6.408333333
Massachusetts,,,-0.00052,-0.0054,0.25267,0.11771,0.45586,-0.09332,0.50504,0.26986,0.6566,0.16053,1.25036,-0.564,-3.9
Massachusetts,,,-0.00723,-0.00254,-0.09038,0.02695,0.2421,0.10758,0.28474,0.06803,0.4947,-0.21299,0.3848,0.021,-1.758333333
Michigan,,,1.00E-04,0.005,0.1987,0.0035,0.0613,0.1823,-0.2361,-0.0492,0.0916,0.345,0.1753,0.433,-0.316666667
Michigan,,,0.0252,-0.0053,0.8256,0.0301,0.0628,0.1578,0.0575,0.1017,0.1239,0.0952,0.0953,0.565,-0.233333333
Michigan,,,0.002,-0.0034,-0.0295,-0.0167,-0.1084,0.0058,0.022,0.0899,0.1235,0.2241,0.0686,-0.348,-0.05
Michigan,,,-0.009,0.0058,-0.7867,-0.0831,0.0237,0.1524,0.1752,0.0344,0.0735,0.0662,-0.0832,-0.234,1.466666666
Michigan,,,0.0208,-0.0176,0.6818,-0.0201,0.0904,0.2098,-0.0326,0.076,0.0727,0.031,0.0393,-0.449,1.033333334
Michigan,,,-0.004,-0.0089,0.308,0.0447,0.0148,0.1269,0.0028,0.047,0.0852,0.2416,-0.0757,0.215,0.9
Michigan,,,0.0279,0.0016,-0.2659,0.0932,0.1055,-0.0292,-0.0703,0.1036,0.1092,-0.0336,-0.0506,-0.577,-0.141666667
Michigan,,,0.0143,-0.0047,0.1307,0.0157,0.025,0.2278,-0.0856,0.0867,0.106,0.118,-0.0046,0.353,-0.158333333
Michigan,,,0.0474,0.0186,-0.0574,-0.0185,-0.0118,0.0818,-0.1994,0.1161,0.0884,-0.1286,-0.0786,0.194,0.241666666
Michigan,,,-0.0614,-0.0134,0.205,-0.0178,0.0266,0.0536,0.0982,-0.0237,0.0911,-0.1233,-0.0374,-0.072,0.05
Michigan,,,0.0266,0.0031,-1.0839,-0.053,0.0018,-0.6535,-0.1549,0.1247,0.0993,-0.1121,0.0186,-0.183,1.133333334
Michigan,,,0.0249,0.0058,-1.9449,-0.1316,-0.0218,0.2116,-0.0885,0.0202,-0.0415,-0.388,-0.3119,-0.476,4.916666663
Michigan,,,0.0205,0.0216,1.6023,0.06,0.0086,-0.0529,0.0425,-0.0714,0.1261,0.1311,0.0417,-0.045,-0.94166666
Michigan,,,0.0439,0.0344,0.669,0.0294,-0.0176,-0.0849,0.0596,0.0306,0.1207,0.0673,0.1983,0.147,-2.18333334
Michigan,,,-0.1022,0.0113,0.3893,0.0088,-0.0446,0.0997,0.0498,0.0163,0.1017,0.0464,0.1179,0.024,-0.949999997
Michigan,,,0.0497,0.0003,0.3205,0.0183,0.0699,-0.106,0.0774,-0.0073,0.0941,0.0825,0.1684,0.73,-0.333333333
Michigan,,,-0.01,0.0148,0.0117,-0.0034,0.0299,0.1154,0.1417,0.019,0.129,0.2625,0.1014,-0.649,-1.491666667
Michigan,,,0.0129,-0.017,0.0422,-0.0219,0.0468,0.0061,0.0723,0.1234,0.1127,0.1688,0.1733,0.27,-1.808333333
Michigan,,,0.00341,-0.00457,0.84464,0.28788,0.17239,0.6534,0.85481,0.69152,0.1326,0.66993,0.66075,0.289,-0.416666667
Michigan,,,0.03567,-0.05663,0.15343,0.11558,-0.1182,-0.24091,0.3841,0.1793,0.1369,0.40187,0.1417,-0.199,-0.433333333
Michigan,,,0.01716,-0.00699,0.29965,0.07416,0.05454,-0.01178,0.20835,0.10202,0.1541,0.15404,0.14387,0.336,-0.416666667
Michigan,,,-0.03253,0.00522,-0.19972,0.02944,0.14452,0.14375,-0.0327,0.03205,0.1049,-0.04333,0.03539,0.316,-0.091666666
Michigan,,,0.07033,0.01841,-0.55079,-0.07455,-0.00575,0.13832,0.38347,-0.20193,-0.0886,-0.10895,-0.20511,-0.044,5.933333333
Michigan,,,0.0188,-0.00115,0.98834,0.13148,0.17455,0.13738,0.25559,0.14,0.4865,0.01746,0.42829,-0.305,-4.15
Michigan,,,-0.00716,-0.01817,0.0858,0.00087,0.13674,-0.22483,0.28605,0.10459,0.3463,-0.29129,0.35735,-0.055,-1.641666667
Minnesota,,,0.0197,0.0383,0.1155,-0.0015,0.0446,0.1562,0.0564,0.0677,0.0998,0.2116,0.1216,0.812,-0.55
Minnesota,,,-0.0286,-0.0128,0.1277,0.0232,0.0305,0.1256,0.0727,0.0872,0.154,0.0349,0.0555,-0.313,0.033333333
Minnesota,,,0.0376,0.0043,0.3729,-0.0012,-0.0171,0.2168,0.0975,0.0886,0.1824,0.1496,0.0504,0.898,0.325
Minnesota,,,-0.0294,-0.0426,-0.1934,-0.0867,0.0459,0.0924,0.1541,0.0157,0.096,0.1206,0.024,-0.439,0.741666667
Minnesota,,,0.0671,0.0274,0.128,-0.0444,0.0919,0.0026,0.0936,0.1095,0.0943,0.0318,0.0321,0.2,0.691666667
Minnesota,,,0.0309,-0.016,0.3404,0.0382,0.0095,0.17,0.0489,0.0997,0.1255,0.1702,0.0373,-0.447,0.316666666
Minnesota,,,0.0257,0.0051,0.2826,0.0655,0.1226,0.0264,-0.0044,0.0683,0.1572,0.0945,0.062,0.291,-0.2
Minnesota,,,0.0644,0.009,0.0965,0.0198,0.0707,0.2315,0.0952,0.0411,0.1107,0.1216,-0.0214,-0.507,-0.483333333
Minnesota,,,0.0577,0.009,0.0185,-0.0312,-0.0026,-0.0929,-0.0382,0.0968,0.1177,0.0022,0.0221,0.059,-0.041666667
Minnesota,,,-0.1148,-0.0303,-0.1045,0.0237,0.1128,-0.0026,0.2124,0.0735,0.0822,-0.0579,0.0737,0.056,0.525
Minnesota,,,0.1623,0.0237,0.085,0.0009,0.0377,-0.4338,-0.0016,0.0942,0.1004,0.0163,0.1069,-0.693,0.85
Minnesota,,,-0.03,-0.0458,-0.2018,-0.0896,-0.0452,0.2787,-0.0398,0.0316,-0.0799,-0.2616,-0.0998,0.183,2.475
Minnesota,,,0.0397,0.1288,0.1399,0.0378,0.02,-0.0225,0.0833,0.0363,0.1015,0.1385,0.0023,-0.592,-0.516666666
Minnesota,,,-0.026,0.0662,0.1763,0.0371,0.0173,0.0494,0.0896,0.032,0.1314,0.03,0.0688,0.49,-0.866666667
Minnesota,,,0.0737,-0.0178,0.0611,-0.0223,-0.03,-0.008,0.0475,0.036,0.0831,0.0622,0.0226,0.355,-0.875
Minnesota,,,0.0015,0.0127,0.1008,0.0254,0.0515,-0.0308,0.0061,0.0564,0.0859,0.1951,0.0513,0.218,-0.608333333
Minnesota,,,-0.0866,0.0014,0.1977,-0.0039,-0.0221,0.1631,0.09,0.0764,0.1078,0.0324,0.0885,0.243,-0.775
Minnesota,,,0.0369,-0.0966,0.1597,-0.036,0.0772,0.0207,0.0126,0.1167,0.091,0.0632,0.0675,0.186,-0.475
Minnesota,,,-0.03003,0.0194,0.36526,0.29312,0.13134,0.76711,0.20481,0.4388,0.1009,0.49819,0.62015,0.105,0.083333333
Minnesota,,,0.06909,-0.09041,-0.14347,0.12979,-0.15761,-0.05392,0.39406,0.21939,0.1498,0.50652,0.09504,-0.174,-0.391666667
Minnesota,,,-0.00334,0.0122,0.17253,0.01,0.02355,0.10113,0.14345,0.15129,0.1707,0.11676,0.1551,0.05,-0.458333333
Minnesota,,,-0.14214,0.03842,-0.08165,-0.00523,0.17252,0.05354,-0.01236,0.05529,0.0662,-0.0744,0.02882,0.973,0.225
Minnesota,,,0.13745,-0.00319,-0.27001,-0.16149,0.05116,0.06142,-0.02574,-0.1127,-0.2225,-0.08032,-0.07908,-0.397,3.016666667
Minnesota,,,0.09897,-0.02422,0.14584,0.10201,0.14106,0.19099,0.24648,0.16927,0.5178,-0.07946,0.24202,-0.203,-2.483333334
Minnesota,,,0.01977,-0.00931,-0.01607,0.07167,0.07313,-0.16342,0.238,0.05334,0.4003,-0.20441,0.22595,0.365,-1.116666666
Mississippi,,,-0.0032,-0.0103,-0.0494,0.0162,0.003,0.0435,0.0038,-0.0031,0.0657,0.1214,0.0108,0.04,-0.458333333
