geoname,year,region,geocode,taxrevenueratio,  AGR,AGRm,AGRr,  MIN,MINm,MINr,  MAN,MANm,MANr,  Wholesale trade,  Retail trade,  TandW,TandWm,TandWr,  INF,INFm,INFr,   FandI,FandIm,FandIr,   RE,Rem,REr,"   Professional, scientific, and technical services",   Educational services,   HS,HSm,HSr,STR,GDP,taxrevenue,SPI,PIEPC,PIEPCm,TRADE,TRADEm,TRADEr,PSTE,PSTEm,PSTEr,igt,lg(igt),c,p,lg(pl),wapw,MEHI,MEHIm,unemployrate,lg(gdp),lg(ml),granttotaloutlay,federalfunds,trustfunds,constraintratio,stategovernorparty
New Hampshire,2022,New England,29,0.038801781,137.6,0.01376,0.001526337,116.1,0.01161,0.001287846,8750.5,0.87505,0.097065463,5758.1,6159.9,1398.3,0.13983,0.015510729,4462.2,0.44622,0.04949723,6339.4,0.63394,0.070320187,13110.1,1.31101,0.145424596,9536.7,2061.6,8343.1,0.83431,0.092546353,"3,498",90150.5,38801.78147,103121.9,60828,6.0828,11918,1.1918,0.132201153,11598.3,1.15983,0.12865486,,,,,,,84970,8.497,2.5,4.95496814,,696398,641753,54645,0.085149582,
New Jersey,1997,Mideast,30,0,482,0.0482,0.001565465,427,0.0427,0.001386833,52622,5.2622,0.170908525,29851,23202,14746,1.4746,0.047892842,15694,1.5694,0.050971806,18383,1.8383,0.059705283,61941,6.1941,0.201175268,32990,3543,26543,2.6543,0.086207765,0,307895.7,0,,23558,2.3558,53053,5.3053,0.17230835,36533,3.6533,0.118653817,,,,,,,82590,8.259,5.325,5.488403624,,234160,206311,27849,0.134985532,Republican
New Jersey,1998,Mideast,30,0,501,0.0501,0.001565888,522,0.0522,0.001631524,50829,5.0829,0.158867335,33206,25146,14420,1.442,0.045070077,15724,1.5724,0.049145763,20433,2.0433,0.063863862,62439,6.2439,0.195154685,33917,3496,26909,2.6909,0.084104765,0,319946.2,0,286580.2,24883,2.4883,58352,5.8352,0.182380663,37413,3.7413,0.116935285,,,,,,,84540,8.454,4.558333333,5.505076956,,246128,218966,27162,0.124046656,Republican
New Jersey,1999,Mideast,30,0,527,0.0527,0.001565424,546,0.0546,0.001621863,54536,5.4536,0.161996187,34125,25885,13873,1.3873,0.041208983,16366,1.6366,0.048614302,21425,2.1425,0.063641783,64683,6.4683,0.192137292,34917,3656,27454,2.7454,0.081550596,0,336649.9,0,299723.8,26359,2.6359,60010,6.001,0.178256402,38573,3.8573,0.114578974,,,,,,,82670,8.267,4.4,5.52717849,,267886,237884,30002,0.126120294,Republican
New Jersey,2000,Mideast,30,0.050130547,704,0.0704,0.001944714,557,0.0557,0.001538645,57875,5.7875,0.159872643,38480,27506,14414,1.4414,0.039816921,16215,1.6215,0.044791964,24174,2.4174,0.066777733,65986,6.5986,0.182278294,35952,3788,28801,2.8801,0.079559257,18147.604,362006.9,50130.54724,329591.8,28193,2.8193,65986,6.5986,0.182278294,39740,3.974,0.109776913,,,,,,,80990,8.099,3.65,5.558716848,,285874,254098,31776,0.125054113,Republican
New Jersey,2001,Mideast,30,0.051513066,585,0.0585,0.001565194,564,0.0564,0.001509007,55938,5.5938,0.149664647,38873,28292,12971,1.2971,0.034704497,17335,1.7335,0.046380576,28225,2.8225,0.075517263,69611,6.9611,0.186247377,35819,4765,28899,2.8899,0.077320581,19253.297,373755.6,51513.06629,341308.9,29466,2.9466,67165,6.7165,0.179702993,40584,4.0584,0.108584326,,,,,,,81350,8.135,4.233333333,5.572587708,,318542,284384,34158,0.120112243,Republican
New Jersey,2001,Mideast,30,0.051513066,585,0.0585,0.001565194,564,0.0564,0.001509007,55938,5.5938,0.149664647,38873,28292,12971,1.2971,0.034704497,17335,1.7335,0.046380576,28225,2.8225,0.075517263,69611,6.9611,0.186247377,35819,4765,28899,2.8899,0.077320581,19253.297,373755.6,51513.06629,341308.9,29466,2.9466,67165,6.7165,0.179702993,40584,4.0584,0.108584326,,,,,,,81350,8.135,4.233333333,5.572587708,,318542,284384,34158,0.120112243,Republican
New Jersey,2002,Mideast,30,0.047198132,655,0.0655,0.001686676,480,0.048,0.001236038,52182,5.2182,0.134372738,38278,29772,12618,1.2618,0.032492338,19423,1.9423,0.050015747,31166,3.1166,0.080254892,72577,7.2577,0.186891461,36294,4821,30523,3.0523,0.078599116,18328.814,388337.7,47198.13194,345988.7,30708,3.0708,68050,6.805,0.175234081,41115,4.1115,0.105874346,,,,,,,84690,8.469,5.766666667,5.589209554,,352895,314672,38223,0.12146934,Democrat
New Jersey,2002,Mideast,30,0.047198132,655,0.0655,0.001686676,480,0.048,0.001236038,52182,5.2182,0.134372738,38278,29772,12618,1.2618,0.032492338,19423,1.9423,0.050015747,31166,3.1166,0.080254892,72577,7.2577,0.186891461,36294,4821,30523,3.0523,0.078599116,18328.814,388337.7,47198.13194,345988.7,30708,3.0708,68050,6.805,0.175234081,41115,4.1115,0.105874346,,,,,,,84690,8.469,5.766666667,5.589209554,,352895,314672,38223,0.12146934,Democrat
New Jersey,2002,Mideast,30,0.047198132,655,0.0655,0.001686676,480,0.048,0.001236038,52182,5.2182,0.134372738,38278,29772,12618,1.2618,0.032492338,19423,1.9423,0.050015747,31166,3.1166,0.080254892,72577,7.2577,0.186891461,36294,4821,30523,3.0523,0.078599116,18328.814,388337.7,47198.13194,345988.7,30708,3.0708,68050,6.805,0.175234081,41115,4.1115,0.105874346,,,,,,,84690,8.469,5.766666667,5.589209554,,352895,314672,38223,0.12146934,Republican
New Jersey,2002,Mideast,30,0.047198132,655,0.0655,0.001686676,480,0.048,0.001236038,52182,5.2182,0.134372738,38278,29772,12618,1.2618,0.032492338,19423,1.9423,0.050015747,31166,3.1166,0.080254892,72577,7.2577,0.186891461,36294,4821,30523,3.0523,0.078599116,18328.814,388337.7,47198.13194,345988.7,30708,3.0708,68050,6.805,0.175234081,41115,4.1115,0.105874346,,,,,,,84690,8.469,5.766666667,5.589209554,,352895,314672,38223,0.12146934,Republican
New Jersey,2003,Mideast,30,0.049201233,652,0.0652,0.001609088,444,0.0444,0.001095759,55086,5.5086,0.135948183,41581,31210,12950,1.295,0.031959644,18511,1.8511,0.045683782,28660,2.866,0.070730765,77568,7.7568,0.191432101,36353,5060,31270,3.127,0.077172053,19936.266,405198.5,49201.23347,354097.7,32338,3.2338,72791,7.2791,0.179642817,41413,4.1413,0.102204228,,,,,,,85210,8.521,5.841666667,5.607667829,,388542,350650,37892,0.10806217,Democrat
New Jersey,2004,Mideast,30,0.049625786,606,0.0606,0.001433,451,0.0451,0.001066473,52529,5.2529,0.124214599,41714,30556,14112,1.4112,0.033370451,18928,1.8928,0.04475878,27695,2.7695,0.065489983,80857,8.0857,0.191201428,37611,4692,32792,3.2792,0.077542788,20986.204,422889.1,49625.78605,369770.9,34080,3.408,72270,7.227,0.170895868,42303,4.2303,0.100033318,,,,,,,81990,8.199,4.925,5.626226491,,407512,369909,37603,0.101654731,Democrat
New Jersey,2005,Mideast,30,0.055011546,702,0.0702,0.001592654,452,0.0452,0.001025469,49538,4.9538,0.112388713,42289,30738,15214,1.5214,0.034516571,19793,1.9793,0.044905119,31496,3.1496,0.071456153,80123,8.0123,0.181778046,38119,4532,33617,3.3617,0.076268145,24247.648,440773.8,55011.5456,382749.3,35947,3.5947,73027,7.3027,0.165679085,42651,4.2651,0.096763918,,,,,,,91350,9.135,4.441666667,5.644215772,,428018,388870,39148,0.100671175,
New Jersey,2006,Mideast,30,0.056552231,839,0.0839,0.001806403,356,0.0356,0.000766483,51608,5.1608,0.111114245,42451,30605,15955,1.5955,0.034351802,20762,2.0762,0.04470148,33138,3.3138,0.07134754,81528,8.1528,0.175533293,38472,4638,34450,3.445,0.074172333,26266.187,464458.9,56552.23099,410264.9,37750,3.775,73056,7.3056,0.157292712,43110,4.311,0.092817685,,,,,,,95340,9.534,4.616666667,5.666947289,,434099,391181,42918,0.109713918,Democrat
New Jersey,2007,Mideast,30,0.061364139,652,0.0652,0.00135681,368,0.0368,0.000765807,53264,5.3264,0.1108422,44105,30080,15600,1.56,0.032463546,22795,2.2795,0.047436316,28396,2.8396,0.059091978,83959,8.3959,0.174718389,40362,4774,34419,3.4419,0.07162582,29487.862,480539,61364.13902,435048.7,39189,3.9189,74185,7.4185,0.154378729,45136,4.5136,0.09392786,,,,,,,82640,8.264,4.208333333,5.68172864,,443797,397808,45989,0.115606021,Democrat
New Jersey,2008,Mideast,30,0.06183632,625,0.0625,0.001262316,260,0.026,0.000525123,54806,5.4806,0.110691955,43110,28725,16059,1.6059,0.032434443,23485,2.3485,0.047432773,26724,2.6724,0.053974598,83458,8.3458,0.168560544,42732,4802,36062,3.6062,0.072834604,30616.51,495121.8,61836.31987,449545.4,40170,4.017,71835,7.1835,0.145085512,47534,4.7534,0.09600466,,,,,,,86040,8.604,5.45,5.694712049,,461317,411142,50175,0.122038128,Democrat
New Jersey,2009,Mideast,30,0.055880448,820,0.082,0.001685464,323,0.0323,0.000663909,46447,4.6447,0.095469225,37612,27533,15320,1.532,0.031489408,22097,2.2097,0.045419154,29647,2.9647,0.060937759,83384,8.3384,0.171391174,40545,4989,36639,3.6639,0.075309427,27186.553,486512.8,55880.44754,436271.4,39123,3.9123,65145,6.5145,0.133901924,45534,4.5534,0.093592604,,,,,,,85690,8.569,8.933333333,5.687094271,,537991,484480,53511,0.11045038,Democrat
New Jersey,2010,Mideast,30,0.052363816,721,0.0721,0.001456127,233,0.0233,0.000470565,45998,4.5998,0.09289729,38383,28026,16109,1.6109,0.032533641,21566,2.1566,0.043554566,30196,3.0196,0.060983664,86017,8.6017,0.173719426,40214,4988,36300,3.63,0.073311266,25927.891,495149,52363.81574,448931.1,40043,4.0043,66409,6.6409,0.134119225,45202,4.5202,0.091289693,,,,,,,82170,8.217,9.658333333,5.694735906,,608390,559569,48821,0.087247507,Republican
New Jersey,2010,Mideast,30,0.052363816,721,0.0721,0.001456127,233,0.0233,0.000470565,45998,4.5998,0.09289729,38383,28026,16109,1.6109,0.032533641,21566,2.1566,0.043554566,30196,3.0196,0.060983664,86017,8.6017,0.173719426,40214,4988,36300,3.63,0.073311266,25927.891,495149,52363.81574,448931.1,40043,4.0043,66409,6.6409,0.134119225,45202,4.5202,0.091289693,,,,,,,82170,8.217,9.658333333,5.694735906,,608390,559569,48821,0.087247507,Democrat
New Jersey,2011,Mideast,30,0.054461914,623,0.0623,0.00124821,204,0.0204,0.000408724,42129,4.2129,0.084407418,38326,28048,16192,1.6192,0.032441428,20416,2.0416,0.040904409,29844,2.9844,0.059793847,86579,8.6579,0.173465068,41654,4986,36717,3.6717,0.073564223,27182.753,499114.9,54461.91448,469252.9,40789,4.0789,66374,6.6374,0.132983407,46640,4.664,0.093445417,,,,,,,78900,7.89,9.375,5.698200535,,606770,552210,54560,0.098802992,Republican
New Jersey,2012,Mideast,30,0.05282616,560,0.056,0.00107745,268,0.0268,0.000515637,39076,3.9076,0.075182907,38813,27778,15449,1.5449,0.029724146,21169,2.1169,0.040729526,35313,3.5313,0.067942829,87538,8.7538,0.168424641,43277,4983,37529,3.7529,0.072206452,27456.175,519745.8,52826.1604,484600,41742,4.1742,66591,6.6591,0.128122247,48260,4.826,0.092853083,,,,,,,82810,8.281,9.383333333,5.715790989,,544573,488543,56030,0.11468796,Republican
New Jersey,2013,Mideast,30,0.054483053,527,0.0527,0.000987471,412,0.0412,0.000771989,39059,3.9059,0.073187134,39837,28626,15550,1.555,0.029136945,23415,2.3415,0.043874056,34177,3.4177,0.064039445,86682,8.6682,0.162421136,43148,4971,38003,3.8003,0.071208445,29076.881,533686.7,54483.05345,488591.3,42463,4.2463,68463,6.8463,0.128283129,48119,4.8119,0.090163386,,,,,,,78210,7.821,8.375,5.72728638,,546178,486781,59397,0.122019964,Republican
New Jersey,2014,Mideast,30,0.054274902,545,0.0545,0.000996651,272,0.0272,0.000497411,40598,4.0598,0.074242248,41533,29823,15229,1.5229,0.02784953,22617,2.2617,0.04136009,29956,2.9956,0.054781043,84854,8.4854,0.155173943,44278,5085,38930,3.893,0.071191949,29679.226,546831.5,54274.90187,509357.6,43685,4.3685,71356,7.1356,0.130489922,49363,4.9363,0.090270952,,,,,,,78920,7.892,6.733333333,5.737853524,,576978,517428,59550,0.115088476,Republican
New Jersey,2015,Mideast,30,0.055432234,594,0.0594,0.001043053,233,0.0233,0.000409144,38817,3.8817,0.068161956,42463,30452,14950,1.495,0.026251932,22646,2.2646,0.03976597,30191,3.0191,0.053014854,88976,8.8976,0.15624026,47381,4981,39856,3.9856,0.069986421,31567.654,569481.9,55432.23411,530303.1,44533,4.4533,72915,7.2915,0.128037432,52362,5.2362,0.091946733,,,,,,,82750,8.275,5.7,5.755479925,,624357,567054,57303,0.101053868,Republican
New Jersey,2016,Mideast,30,0.054271994,846.4,0.08464,0.00145612,421.7,0.04217,0.00072548,48249.6,4.82496,0.083007108,47945.8,32714.5,20475.9,2.04759,0.0352261,26756,2.6756,0.046030189,37650.6,3.76506,0.064772919,98139.1,9.81391,0.16883545,53900.7,7403,45566,4.5566,0.078390327,31546.72,581270.7,54271.9941,545301.7,45607,4.5607,80660.3,8.06603,0.138765467,61303.7,6.13037,0.105464975,,,,,,,82150,8.215,4.941666667,5.764378432,,660833,599787,61046,0.101779465,Republican
New Jersey,2017,Mideast,30,0.056094308,936.9,0.09369,0.001587733,359.6,0.03596,0.000609402,46725.3,4.67253,0.079183788,48460.2,37506.9,22681.5,2.26815,0.038437572,24657.3,2.46573,0.041785893,37013.5,3.70135,0.062725528,94081.8,9.40818,0.159437249,55686.4,7433.1,47817.7,4.78177,0.081035041,33100.505,590086.7,56094.30784,566237.1,46736,4.6736,85967.1,8.59671,0.145685541,63119.5,6.31195,0.106966485,,,,,,,84000,8.4,4.533333333,5.770915826,,674712,613125,61587,0.100447706,Republican
New Jersey,2018,Mideast,30,0.058272369,949.7,0.09497,0.001564858,303.2,0.03032,0.000499594,54211.3,5.42113,0.089326078,49372.4,38482.5,23273.2,2.32732,0.038348161,26606,2.6606,0.043839746,36630.1,3.66301,0.060356848,93493.4,9.34934,0.15405273,58209.7,7559,49013.2,4.90132,0.080760965,35365.046,606892.2,58272.36863,591910.4,48411,4.8411,87854.9,8.78549,0.144761953,65768.7,6.57687,0.108369658,,,,,,,85740,8.574,4.008333333,5.783111556,,696507,634179,62328,0.0982814,Republican
New Jersey,2019,Mideast,30,0.06230592,1130.1,0.11301,0.001831276,465.9,0.04659,0.00075497,54277,5.4277,0.087953426,50900.1,39604.3,23457.7,2.34577,0.038012143,27769.4,2.77694,0.044999058,35420.7,3.54207,0.057397644,94100.5,9.41005,0.152485608,60405.9,7721.6,51010.9,5.10109,0.082660858,38449.65,617110.7,62305.92015,624819.8,50009,5.0009,90504.4,9.05044,0.14665829,68127.5,6.81275,0.110397535,,,,,,,99920,9.992,3.45,5.790363077,,749554,685729,63825,0.093076128,
New Jersey,2020,Mideast,30,0.063639555,1064.3,0.10643,0.001785818,428.3,0.04283,0.000718656,52729.4,5.27294,0.088476096,49950.2,37756.3,19643.9,1.96439,0.032961035,28592.4,2.85924,0.047975967,37703.6,3.77036,0.063263897,93630.3,9.36303,0.157104831,60931,6893.3,48334.5,4.83345,0.081101774,37927.482,595973.4,63639.55505,657894.4,48875,4.8875,87706.5,8.77065,0.147165125,67824.3,6.78243,0.11380424,,,,,,,96430,9.643,9.45,5.775226876,,750722,685084,65638,0.095810149,
New Jersey,2021,Mideast,30,0.069447129,945.9,0.09459,0.001503789,419.2,0.04192,0.000666443,52782.7,5.27827,0.083913755,49456.5,38039.5,23258.2,2.32582,0.036975806,34200.7,3.42007,0.054372155,40288.7,4.02887,0.064050837,97213.4,9.72134,0.154549529,66770.6,7267.1,51271.1,5.12711,0.081510618,43683.029,629011.3,69447.12917,705095.2,55472,5.5472,87496,8.7496,0.13910084,74037.7,7.40377,0.117704881,,,,,,,95490,9.549,6.608333333,5.798658447,,706466,640281,66185,0.103368677,
New Jersey,2022,Mideast,30,0.08159803,883.2,0.08832,0.001365637,352,0.0352,0.000544275,52798.3,5.27983,0.081638696,47824.4,34405.5,25001.3,2.50013,0.03865794,37282.4,3.72824,0.057647434,41845.8,4.18458,0.064703533,104241.7,10.42417,0.161182395,72884.1,7653.8,54163.8,5.41638,0.083750083,"52,772",646731.3,81598.02997,714990.2,60082,6.0082,82229.9,8.22299,0.127146931,80537.9,8.05379,0.124530698,,,,,,,92340,9.234,3.666666667,5.81072388,,696398,641753,54645,0.085149582,
New Mexico,1997,Southwest,31,0,732,0.0732,0.01393991,7196,0.7196,0.137037693,4042,0.4042,0.076974202,2392,3853,1586,0.1586,0.030203138,1158,0.1158,0.02205248,1417,0.1417,0.026984771,6511,0.6511,0.123992832,3753,333,3446,0.3446,0.06562422,0,52511.1,0,,17275,1.7275,6245,0.6245,0.118927236,4086,0.4086,0.07781212,,,,,,,51740,5.174,6.433333333,4.720251116,,234160,206311,27849,0.134985532,Republican
New Mexico,1998,Southwest,31,0,756,0.0756,0.01491645,7479,0.7479,0.14756631,3610,0.361,0.071228022,2550,4108,1750,0.175,0.03452882,1411,0.1411,0.027840094,1453,0.1453,0.028668786,6512,0.6512,0.128486671,3645,323,3580,0.358,0.0706361,0,50682.3,0,38233.1,18056,1.8056,6658,0.6658,0.131367361,3968,0.3968,0.078291632,,,,,,,53520,5.352,6.241666667,4.704856315,,246128,218966,27162,0.124046656,Republican
New Mexico,1999,Southwest,31,0,909,0.0909,0.017120966,6863,0.6863,0.129264232,4781,0.4781,0.090049875,2479,4195,1745,0.1745,0.03286698,1411,0.1411,0.026576108,1588,0.1588,0.029909894,6816,0.6816,0.128378989,3617,348,3582,0.3582,0.067466775,0,53092.8,0,38915.1,18965,1.8965,6674,0.6674,0.125704427,3965,0.3965,0.074680559,,,,,,,54150,5.415,5.6,4.72503563,,267886,237884,30002,0.126120294,Republican
New Mexico,2000,Southwest,31,0.067770803,918,0.0918,0.016620529,6247,0.6247,0.113102879,4815,0.4815,0.087176303,2529,4204,1808,0.1808,0.032734113,1445,0.1445,0.026161943,1576,0.1576,0.028533718,6973,0.6973,0.126247219,3757,343,3741,0.3741,0.06773137,3743.178,55232.9,67770.80327,41922.3,19971,1.9971,6733,0.6733,0.121901982,4100,0.41,0.074231119,,,,,,,56390,5.639,5.025,4.742197846,,285874,254098,31776,0.125054113,Republican
New Mexico,2001,Southwest,31,0.071486295,1032,0.1032,0.018433114,7629,0.7629,0.136265723,3759,0.3759,0.067141546,2613,4360,1638,0.1638,0.02925721,1562,0.1562,0.027899732,1767,0.1767,0.031561349,7381,0.7381,0.13183606,3968,358,3852,0.3852,0.068802669,4002.246,55986.2,71486.29484,44958.8,20703,2.0703,6973,0.6973,0.124548549,4326,0.4326,0.077269041,,,,,,,52050,5.205,4.958333333,4.748080991,,318542,284384,34158,0.120112243,Republican
New Mexico,2002,Southwest,31,0.062492873,891,0.0891,0.015347383,7625,0.7625,0.131339839,3492,0.3492,0.06014934,2644,4573,1666,0.1666,0.028696678,1750,0.175,0.03014357,1991,0.1991,0.03429477,7845,0.7845,0.135129316,4275,349,4206,0.4206,0.072447916,3628.055,58055.5,62492.8732,46821.7,21310,2.131,7217,0.7217,0.124312081,4624,0.4624,0.079647923,,,,,,,55030,5.503,5.483333333,4.76384337,,352895,314672,38223,0.12146934,Republican
New Mexico,2003,Southwest,31,0.05735121,859,0.0859,0.013657488,6823,0.6823,0.108480839,5251,0.5251,0.083487159,2747,4809,1779,0.1779,0.028284833,1809,0.1809,0.028761811,1926,0.1926,0.030622028,7356,0.7356,0.116955159,4468,378,4455,0.4455,0.070831326,3607.156,62895.9,57351.21049,49019.7,22292,2.2292,7556,0.7556,0.120135017,4846,0.4846,0.077047947,,,,,,,53370,5.337,5.9,4.798622336,,388542,350650,37892,0.10806217,Democrat
New Mexico,2003,Southwest,31,0.05735121,859,0.0859,0.013657488,6823,0.6823,0.108480839,5251,0.5251,0.083487159,2747,4809,1779,0.1779,0.028284833,1809,0.1809,0.028761811,1926,0.1926,0.030622028,7356,0.7356,0.116955159,4468,378,4455,0.4455,0.070831326,3607.156,62895.9,57351.21049,49019.7,22292,2.2292,7556,0.7556,0.120135017,4846,0.4846,0.077047947,,,,,,,53370,5.337,5.9,4.798622336,,388542,350650,37892,0.10806217,Republican
New Mexico,2004,Southwest,31,0.057380841,1030,0.103,0.014768994,6564,0.6564,0.094120076,7504,0.7504,0.107598576,2877,4996,1972,0.1972,0.028276172,1828,0.1828,0.02621138,1952,0.1952,0.027989395,7371,0.7371,0.105691512,4601,427,4697,0.4697,0.067349482,4001.78,69740.7,57380.84074,52099.7,23533,2.3533,7873,0.7873,0.112889604,5028,0.5028,0.072095634,,,,,,,58680,5.868,5.558333333,4.843486302,,407512,369909,37603,0.101654731,Democrat
New Mexico,2005,Southwest,31,0.060777222,1195,0.1195,0.016217859,6508,0.6508,0.08832287,6593,0.6593,0.089476441,2957,4981,2079,0.2079,0.028215004,1924,0.1924,0.026111432,2097,0.2097,0.02845929,8048,0.8048,0.109222873,4605,430,4836,0.4836,0.065631438,4478.321,73684.2,60777.22225,55540.8,25022,2.5022,7938,0.7938,0.107730015,5035,0.5035,0.068332153,,,,,,,56140,5.614,5.183333333,4.867374373,,428018,388870,39148,0.100671175,Democrat
New Mexico,2006,Southwest,31,0.066007238,1061,0.1061,0.013703389,6683,0.6683,0.086314563,5979,0.5979,0.077222022,3104,5185,2196,0.2196,0.028362529,2110,0.211,0.027251792,2136,0.2136,0.027587596,8332,0.8332,0.107612291,5297,426,5004,0.5004,0.064629369,5110.683,77426.1,66007.23787,59713.7,26344,2.6344,8289,0.8289,0.107056923,5723,0.5723,0.073915643,,,,,,,56070,5.607,4.233333333,4.888887384,,434099,391181,42918,0.109713918,Democrat
New Mexico,2007,Southwest,31,0.068599043,999,0.0999,0.012398725,6788,0.6788,0.084246793,5043,0.5043,0.06258936,3122,5156,2149,0.2149,0.026671532,2323,0.2323,0.02883107,2024,0.2024,0.02512014,9040,0.904,0.112196672,5842,424,5063,0.5063,0.062837583,5527.217,80572.8,68599.04335,63243.6,27502,2.7502,8278,0.8278,0.102739386,6266,0.6266,0.07776818,,,,,,,60580,6.058,3.591666667,4.906188456,,443797,397808,45989,0.115606021,Democrat
New Mexico,2008,Southwest,31,0.062246125,879,0.0879,0.010498757,6774,0.6774,0.080908507,4885,0.4885,0.058346332,3089,5013,2216,0.2216,0.026467855,3682,0.3682,0.043977727,2019,0.2019,0.024114892,9205,0.9205,0.109944317,6117,448,5405,0.5405,0.064557201,5211.507,83724.2,62246.12478,67462.4,28471,2.8471,8102,0.8102,0.096770109,6565,0.6565,0.078412215,,,,,,,55470,5.547,4.3,4.922851006,,461317,411142,50175,0.122038128,Democrat
New Mexico,2009,Southwest,31,0.058734817,809,0.0809,0.009863761,7614,0.7614,0.09283396,4654,0.4654,0.056744057,2547,4977,1887,0.1887,0.023007313,3811,0.3811,0.04646575,2173,0.2173,0.026494378,9594,0.9594,0.116975178,6016,459,5579,0.5579,0.068022151,4817.277,82017.4,58734.81725,67011.8,27866,2.7866,7524,0.7524,0.091736631,6475,0.6475,0.078946663,,,,,,,57600,5.76,7.05,4.913905998,,537991,484480,53511,0.11045038,Democrat
New Mexico,2010,Southwest,31,0.051140349,1153,0.1153,0.013727955,7306,0.7306,0.086987375,4431,0.4431,0.052756783,2630,4914,1973,0.1973,0.023491116,3988,0.3988,0.047482295,2201,0.2201,0.02620575,10233,1.0233,0.121837093,6022,458,5616,0.5616,0.06686574,4295.237,83989.2,51140.349,69499.8,28465,2.8465,7544,0.7544,0.089821072,6480,0.648,0.077152777,,,,,,,58900,5.89,7.775,4.924223445,,608390,559569,48821,0.087247507,Democrat
New Mexico,2011,Southwest,31,0.056901541,1076,0.1076,0.012421356,7749,0.7749,0.089454545,4150,0.415,0.047907648,2555,4816,2177,0.2177,0.025131313,3371,0.3371,0.038914863,2195,0.2195,0.025339105,11085,1.1085,0.127965368,5958,444,5730,0.573,0.066147186,4929.096,86625,56901.54113,73017.7,29514,2.9514,7371,0.7371,0.085090909,6402,0.6402,0.073904762,,,,,,,53130,5.313,7.216666667,4.937643248,,606770,552210,54560,0.098802992,Republican
New Mexico,2011,Southwest,31,0.056901541,1076,0.1076,0.012421356,7749,0.7749,0.089454545,4150,0.415,0.047907648,2555,4816,2177,0.2177,0.025131313,3371,0.3371,0.038914863,2195,0.2195,0.025339105,11085,1.1085,0.127965368,5958,444,5730,0.573,0.066147186,4929.096,86625,56901.54113,73017.7,29514,2.9514,7371,0.7371,0.085090909,6402,0.6402,0.073904762,,,,,,,53130,5.313,7.216666667,4.937643248,,606770,552210,54560,0.098802992,Democrat
New Mexico,2012,Southwest,31,0.062452992,897,0.0897,0.010239539,8250,0.825,0.094176362,4167,0.4167,0.047567624,2601,4911,2140,0.214,0.024428778,3195,0.3195,0.036471937,2188,0.2188,0.024976713,11026,1.1026,0.125865281,5841,441,5865,0.5865,0.066950832,5470.982,87601.6,62452.99173,74610.8,29950,2.995,7512,0.7512,0.085751858,6282,0.6282,0.071711019,,,,,,,53920,5.392,6.966666667,4.942512038,,544573,488543,56030,0.11468796,Republican
New Mexico,2013,Southwest,31,0.060933309,878,0.0878,0.009930868,8953,0.8953,0.101265451,4021,0.4021,0.045480663,2647,4921,2118,0.2118,0.023956241,3027,0.3027,0.034237744,2186,0.2186,0.024725374,10820,1.082,0.122382685,5655,420,5807,0.5807,0.065681724,5387.187,88411.2,60933.30935,73079.8,30456,3.0456,7568,0.7568,0.085600014,6075,0.6075,0.068713014,,,,,,,49280,4.928,6.908333333,4.946507285,,546178,486781,59397,0.122019964,Republican
New Mexico,2014,Southwest,31,0.062245267,1102,0.1102,0.011914042,10162,1.0162,0.109864329,3822,0.3822,0.04132075,2729,5141,2186,0.2186,0.02363348,2792,0.2792,0.030185122,2467,0.2467,0.026671452,10997,1.0997,0.118891756,5793,418,5892,0.5892,0.063700121,5757.432,92495.9,62245.26709,77266,31620,3.162,7870,0.787,0.085084852,6211,0.6211,0.067148922,,,,,,,56470,5.647,6.591666667,4.966122483,,576978,517428,59550,0.115088476,Republican
New Mexico,2015,Southwest,31,0.066106048,1067,0.1067,0.011737386,10751,1.0751,0.118264891,3878,0.3878,0.042659403,2752,5317,2129,0.2129,0.023419771,2939,0.2939,0.032330064,2481,0.2481,0.027291898,11272,1.1272,0.123996079,5937,411,6182,0.6182,0.068004237,6009.443,90906.1,66106.04789,79130.8,32292,3.2292,8069,0.8069,0.08876192,6348,0.6348,0.069830297,,,,,,,54620,5.462,6.6,4.958593026,,624357,567054,57303,0.101053868,Republican
New Mexico,2016,Southwest,31,0.0569081,1383.7,0.13837,0.015204843,5958.2,0.59582,0.065471919,3820.6,0.38206,0.041982816,3065.6,5523.1,2374.1,0.23741,0.026087893,2876.3,0.28763,0.031606338,3247.2,0.32472,0.035681987,12260.1,1.22601,0.1347206,6786.1,591.6,7253.9,0.72539,0.079709771,5178.859,91003.9,56908.09954,80782.3,32896,3.2896,8588.7,0.85887,0.094377274,7377.7,0.73777,0.081070152,,,,,,,58130,5.813,6.75,4.959060005,,660833,599787,61046,0.101779465,Republican
New Mexico,2017,Southwest,31,0.057178975,1438.7,0.14387,0.015435023,6293.7,0.62937,0.067521653,3555.4,0.35554,0.038143935,3189.6,5935.7,2623.4,0.26234,0.028145019,2617.5,0.26175,0.028081721,3281.1,0.32811,0.035201121,11764.1,1.17641,0.126210572,7072,561.4,7446.1,0.74461,0.07988512,5329.658,93210.1,57178.97524,82354.1,33853,3.3853,9125.3,0.91253,0.097900335,7633.4,0.76334,0.081894559,,,,,,,53770,5.377,6.041666667,4.969462974,,674712,613125,61587,0.100447706,Republican
