geoname,year,region,geocode,taxrevenueratio,  AGR,AGRm,AGRr,  MIN,MINm,MINr,  MAN,MANm,MANr,  Wholesale trade,  Retail trade,  TandW,TandWm,TandWr,  INF,INFm,INFr,   FandI,FandIm,FandIr,   RE,Rem,REr,"   Professional, scientific, and technical services",   Educational services,   HS,HSm,HSr,STR,GDP,taxrevenue,SPI,PIEPC,PIEPCm,TRADE,TRADEm,TRADEr,PSTE,PSTEm,PSTEr,igt,lg(igt),c,p,lg(pl),wapw,MEHI,MEHIm,unemployrate,lg(gdp),lg(ml),granttotaloutlay,federalfunds,trustfunds,constraintratio,stategovernorparty,prediction,taxeffort
New Hampshire,2011,New England,29,0.034404521,136,0.0136,0.002078541,43,0.0043,0.000657186,7594,0.0203,0.116062081,3814,5750,959,0.0047,0.014656773,2368,-0.0146,0.036191073,4216,0.0222,0.064434782,9736,0.0329,0.148799107,4094,1227,5767,0.0096,0.088139323,2251.105,65430.5,34404.52083,64888.9,41545,0.1034,9564,-0.0186,0.146170364,5321,0.009,0.08132293,,,,,,,83380,-0.357,-0.633333333,4.815780239,,606770,552210,54560,0.098802992,Democrat,0.011393623,0.331166448
New Hampshire,2012,New England,29,0.032576024,154,0.0154,0.002275104,66,0.0066,0.000975045,7278,-0.0316,0.107520845,3874,5507,927,-0.0032,0.013694947,2487,0.0119,0.036741459,4744,0.0528,0.070085036,9920,0.0184,0.146552183,4155,1239,5688,-0.0079,0.084031131,2205.045,67689.2,32576.02394,67318.1,42586,0.1041,9381,-0.0183,0.138589317,5394,0.0073,0.079687749,,,,,,,84210,0.083,0.016666667,4.830519381,,544573,488543,56030,0.11468796,Democrat,0.014643319,0.449512163
New Hampshire,2013,New England,29,0.033480028,155,0.0155,0.002208547,46,0.0046,0.00065544,7794,0.0516,0.111054275,4062,5271,971,0.0044,0.013835476,2661,0.0174,0.037915759,4547,-0.0197,0.064788785,9659,-0.0261,0.137628078,4219,1235,5753,0.0065,0.081972702,2349.692,70181.9,33480.02833,67121.8,43632,0.1046,9333,-0.0048,0.132983006,5454,0.006,0.077712345,,,,,,,84770,0.056,-0.216666667,4.846225121,,546178,486781,59397,0.122019964,Democrat,0.01087132,0.324710601
New Hampshire,2014,New England,29,0.031584331,163,0.0163,0.002252355,49,0.0049,0.000677088,7498,-0.0296,0.103608328,4227,5016,967,-0.0004,0.01336213,2918,0.0257,0.040321299,5268,0.0721,0.072793901,9643,-0.0016,0.133248214,4477,1266,5804,0.0051,0.080200418,2285.717,72368.7,31584.33135,69630.5,44330,0.0698,9243,-0.009,0.127720962,5743,0.0289,0.079357512,,,,,,,88780,0.401,-0.925,4.859550771,,576978,517428,59550,0.115088476,Democrat,0.011416432,0.361458725
New Hampshire,2015,New England,29,0.032786357,180,0.018,0.002372254,39,0.0039,0.000513988,7462,-0.0036,0.098343112,4540,4663,1004,0.0037,0.013231906,2840,-0.0078,0.037428898,5246,-0.0022,0.069138028,10013,0.037,0.131963225,4803,1302,6042,0.0238,0.079628663,2487.737,75877.2,32786.35743,72779.6,45941,0.1611,9203,-0.004,0.121288081,6105,0.0362,0.080458952,,,,,,,91600,0.282,-0.933333333,4.880111296,,624357,567054,57303,0.101053868,Democrat,0.007600282,0.231812336
New Hampshire,2016,New England,29,0.033423165,210.8,0.02108,0.002688707,53.3,0.00533,0.00067983,8822,0.136,0.11252264,5175,5203,1203,0.0199,0.015343996,3382.7,0.05427,0.043145583,6962,0.1716,0.088798755,11516.7,0.15037,0.146892936,5478.5,1853.9,7124.2,0.10822,0.09086758,2620.443,78402,33423.16523,75229,46880,0.0939,10378,0.1175,0.132369072,7332.4,0.12274,0.093523124,,,,,,,91500,-0.01,-0.508333334,4.894327141,,660833,599787,61046,0.101779465,Democrat,0.011457698,0.342807092
New Hampshire,2017,New England,29,0.031929684,249.4,0.02494,0.0030722,87.5,0.00875,0.001077857,8187.4,-0.06346,0.100855387,5384.4,5921.8,1210.5,0.00075,0.014911382,3052.3,-0.03304,0.037599348,6616.1,-0.03459,0.081499539,11878,0.03613,0.146317548,6340.1,1873.4,7538.4,0.04142,0.092860768,2592.039,81179.6,31929.6843,78661,49084,0.2204,11306.2,0.09282,0.139273906,8213.5,0.08811,0.101176897,,,,,,,89180,-0.232,-0.075,4.909446907,,674712,613125,61587,0.100447706,Republican,0.006226844,0.195017401
New Hampshire,2018,New England,29,0.035503899,222.8,0.02228,0.002708173,154.9,0.01549,0.001882836,8265.9,0.00785,0.100473444,5426.5,6105.1,1253,0.00425,0.015230432,3221.9,0.01696,0.039162752,6792.3,0.01762,0.082561581,11275.8,-0.06022,0.137059299,6667.1,1941.2,7748.6,0.02102,0.094185573,2920.888,82269.5,35503.89877,82353.7,50571,0.1487,11531.6,0.02254,0.140168592,8608.3,0.03948,0.104635375,,,,,,,94020,0.484,-0.183333333,4.915238858,,696507,634179,62328,0.0982814,,,0
New Hampshire,2019,New England,29,0.034919863,236.3,0.02363,0.002812051,145.9,0.01459,0.00173626,8339.4,0.00735,0.09924171,5392.7,6299.6,1165.3,-0.00877,0.013867468,3705.8,0.04839,0.044100287,7093.1,0.03008,0.084410314,11165.3,-0.01105,0.132870886,6994.8,2016.4,8008.1,0.02595,0.095299127,2934.358,84031.2,34919.8631,87706.3,51826,0.1255,11692.3,0.01607,0.139142366,9011.2,0.04029,0.10723636,,,,,,,98980,0.496,-0.058333333,4.924440565,,749554,685729,63825,0.093076128,,,0
New Hampshire,2020,New England,29,0.033746575,240.2,0.02402,0.00288764,128.4,0.01284,0.001543601,8200,-0.01394,0.098578901,5686.3,6321,1267.7,0.01024,0.015240058,3691.7,-0.00141,0.044380943,6542.4,-0.05507,0.078651537,12189,0.10237,0.14653393,7397.5,1918.4,7907.7,-0.01004,0.095064924,2807.111,83182.1,33746.57528,93582,51357,-0.0469,12007.3,0.0315,0.144349566,9315.9,0.03047,0.111994047,,,,,,,100200,0.122,4.15,4.92002988,,750722,685084,65638,0.095810149,,,0
New Hampshire,2021,New England,29,0.03594991,202.3,0.02023,0.002250526,104.2,0.01042,0.001159193,9138.6,0.09386,0.101664143,5925,6293.8,1452.3,0.01846,0.016156395,3983,0.02913,0.044309663,6153.5,-0.03889,0.068455814,12476,0.0287,0.138791702,8565.3,1951.7,8132.5,0.02248,0.090471587,3231.541,89890.1,35949.90995,100196.8,56507,0.515,12218.8,0.02115,0.135930431,10517,0.12011,0.116998424,,,,,,,95800,-0.44,-3.316666667,4.953711864,,706466,640281,66185,0.103368677,,,0
New Hampshire,2022,New England,29,0.038801781,137.6,0.01376,0.001526337,116.1,0.01161,0.001287846,8750.5,-0.03881,0.097065463,5758.1,6159.9,1398.3,-0.0054,0.015510729,4462.2,0.04792,0.04949723,6339.4,0.01859,0.070320187,13110.1,0.06341,0.145424596,9536.7,2061.6,8343.1,0.02106,0.092546353,"3,498",90150.5,38801.78147,103121.9,60828,0.4321,11918,-0.03008,0.132201153,11598.3,0.10813,0.12865486,,,,,,,84970,-1.083,-0.9,4.95496814,,696398,641753,54645,0.085149582,,,0
New Jersey,1997,Mideast,30,0,482,,0.001565465,427,,0.001386833,52622,,0.170908525,29851,23202,14746,,0.047892842,15694,,0.050971806,18383,,0.059705283,61941,6.1941,0.201175268,32990,3543,26543,,0.086207765,0,307895.7,0,,23558,,53053,5.3053,0.17230835,36533,,0.118653817,,,,,,,82590,,,5.488403624,,234160,206311,27849,0.134985532,Republican,,#DIV/0!
New Jersey,1998,Mideast,30,0,501,0.0019,0.001565888,522,0.0095,0.001631524,50829,-0.1793,0.158867335,33206,25146,14420,-0.0326,0.045070077,15724,0.003,0.049145763,20433,0.205,0.063863862,62439,6.2439,0.195154685,33917,3496,26909,0.0366,0.084104765,0,319946.2,0,286580.2,24883,0.1325,58352,5.8352,0.182380663,37413,0.088,0.116935285,,,,,,,84540,0.195,-0.766666667,5.505076956,,246128,218966,27162,0.124046656,Republican,,#DIV/0!
New Jersey,1999,Mideast,30,0,527,0.0026,0.001565424,546,0.0024,0.001621863,54536,0.3707,0.161996187,34125,25885,13873,-0.0547,0.041208983,16366,0.0642,0.048614302,21425,0.0992,0.063641783,64683,6.4683,0.192137292,34917,3656,27454,0.0545,0.081550596,0,336649.9,0,299723.8,26359,0.1476,60010,6.001,0.178256402,38573,0.116,0.114578974,,,,,,,82670,-0.187,-0.158333333,5.52717849,,267886,237884,30002,0.126120294,Republican,,#DIV/0!
New Jersey,2000,Mideast,30,0.050130547,704,0.0177,0.001944714,557,0.0011,0.001538645,57875,0.3339,0.159872643,38480,27506,14414,0.0541,0.039816921,16215,-0.0151,0.044791964,24174,0.2749,0.066777733,65986,6.5986,0.182278294,35952,3788,28801,0.1347,0.079559257,18147.604,362006.9,50130.54724,329591.8,28193,0.1834,65986,6.5986,0.182278294,39740,0.1167,0.109776913,,,,,,,80990,-0.168,-0.75,5.558716848,,285874,254098,31776,0.125054113,Republican,0.051035683,1.018055578
New Jersey,2001,Mideast,30,0.051513066,585,-0.0119,0.001565194,564,0.0007,0.001509007,55938,-0.1937,0.149664647,38873,28292,12971,-0.1443,0.034704497,17335,0.112,0.046380576,28225,0.4051,0.075517263,69611,6.9611,0.186247377,35819,4765,28899,0.0098,0.077320581,19253.297,373755.6,51513.06629,341308.9,29466,0.1273,67165,6.7165,0.179702993,40584,0.0844,0.108584326,,,,,,,81350,0.036,0.583333333,5.572587708,,318542,284384,34158,0.120112243,Republican,0.048467401,0.940875874
New Jersey,2002,Mideast,30,0.047198132,655,0.007,0.001686676,480,-0.0084,0.001236038,52182,-0.3756,0.134372738,38278,29772,12618,-0.0353,0.032492338,19423,0.2088,0.050015747,31166,0.2941,0.080254892,72577,7.2577,0.186891461,36294,4821,30523,0.1624,0.078599116,18328.814,388337.7,47198.13194,345988.7,30708,0.1242,68050,6.805,0.175234081,41115,0.0531,0.105874346,,,,,,,84690,0.334,1.533333334,5.589209554,,352895,314672,38223,0.12146934,Democrat,0.047291269,1.00197332
New Jersey,2003,Mideast,30,0.049201233,652,-0.0003,0.001609088,444,-0.0036,0.001095759,55086,0.2904,0.135948183,41581,31210,12950,0.0332,0.031959644,18511,-0.0912,0.045683782,28660,-0.2506,0.070730765,77568,7.7568,0.191432101,36353,5060,31270,0.0747,0.077172053,19936.266,405198.5,49201.23347,354097.7,32338,0.163,72791,7.2791,0.179642817,41413,0.0298,0.102204228,,,,,,,85210,0.052,0.075,5.607667829,,388542,350650,37892,0.10806217,Democrat,0.046288833,0.940806361
New Jersey,2004,Mideast,30,0.049625786,606,-0.0046,0.001433,451,0.0007,0.001066473,52529,-0.2557,0.124214599,41714,30556,14112,0.1162,0.033370451,18928,0.0417,0.04475878,27695,-0.0965,0.065489983,80857,8.0857,0.191201428,37611,4692,32792,0.1522,0.077542788,20986.204,422889.1,49625.78605,369770.9,34080,0.1742,72270,7.227,0.170895868,42303,0.089,0.100033318,,,,,,,81990,-0.322,-0.916666667,5.626226491,,407512,369909,37603,0.101654731,Democrat,0.048067903,0.968607389
New Jersey,2005,Mideast,30,0.055011546,702,0.0096,0.001592654,452,1.00E-04,0.001025469,49538,-0.2991,0.112388713,42289,30738,15214,0.1102,0.034516571,19793,0.0865,0.044905119,31496,0.3801,0.071456153,80123,8.0123,0.181778046,38119,4532,33617,0.0825,0.076268145,24247.648,440773.8,55011.5456,382749.3,35947,0.1867,73027,7.3027,0.165679085,42651,0.0348,0.096763918,,,,,,,91350,0.936,-0.483333333,5.644215772,,428018,388870,39148,0.100671175,,,0
New Jersey,2006,Mideast,30,0.056552231,839,0.0137,0.001806403,356,-0.0096,0.000766483,51608,0.207,0.111114245,42451,30605,15955,0.0741,0.034351802,20762,0.0969,0.04470148,33138,0.1642,0.07134754,81528,8.1528,0.175533293,38472,4638,34450,0.0833,0.074172333,26266.187,464458.9,56552.23099,410264.9,37750,0.1803,73056,7.3056,0.157292712,43110,0.0459,0.092817685,,,,,,,95340,0.399,0.175,5.666947289,,434099,391181,42918,0.109713918,Democrat,0.048752005,0.862070411
New Jersey,2007,Mideast,30,0.061364139,652,-0.0187,0.00135681,368,0.0012,0.000765807,53264,0.1656,0.1108422,44105,30080,15600,-0.0355,0.032463546,22795,0.2033,0.047436316,28396,-0.4742,0.059091978,83959,8.3959,0.174718389,40362,4774,34419,-0.0031,0.07162582,29487.862,480539,61364.13902,435048.7,39189,0.1439,74185,7.4185,0.154378729,45136,0.2026,0.09392786,,,,,,,82640,-1.27,-0.408333334,5.68172864,,443797,397808,45989,0.115606021,Democrat,0.047257482,0.770115621
New Jersey,2008,Mideast,30,0.06183632,625,-0.0027,0.001262316,260,-0.0108,0.000525123,54806,0.1542,0.110691955,43110,28725,16059,0.0459,0.032434443,23485,0.069,0.047432773,26724,-0.1672,0.053974598,83458,8.3458,0.168560544,42732,4802,36062,0.1643,0.072834604,30616.51,495121.8,61836.31987,449545.4,40170,0.0981,71835,7.1835,0.145085512,47534,0.2398,0.09600466,,,,,,,86040,0.34,1.241666667,5.694712049,,461317,411142,50175,0.122038128,Democrat,0.046333328,0.749289867
New Jersey,2009,Mideast,30,0.055880448,820,0.0195,0.001685464,323,0.0063,0.000663909,46447,-0.8359,0.095469225,37612,27533,15320,-0.0739,0.031489408,22097,-0.1388,0.045419154,29647,0.2923,0.060937759,83384,8.3384,0.171391174,40545,4989,36639,0.0577,0.075309427,27186.553,486512.8,55880.44754,436271.4,39123,-0.1047,65145,6.5145,0.133901924,45534,-0.2,0.093592604,,,,,,,85690,-0.035,3.483333333,5.687094271,,537991,484480,53511,0.11045038,Democrat,0.044345401,0.793576333
New Jersey,2010,Mideast,30,0.052363816,721,-0.0099,0.001456127,233,-0.009,0.000470565,45998,-0.0449,0.09289729,38383,28026,16109,0.0789,0.032533641,21566,-0.0531,0.043554566,30196,0.0549,0.060983664,86017,8.6017,0.173719426,40214,4988,36300,-0.0339,0.073311266,25927.891,495149,52363.81574,448931.1,40043,0.092,66409,6.6409,0.134119225,45202,-0.0332,0.091289693,,,,,,,82170,-0.352,0.725,5.694735906,,608390,559569,48821,0.087247507,Republican,0.043860159,0.83760433
New Jersey,2011,Mideast,30,0.054461914,623,-0.0098,0.00124821,204,-0.0029,0.000408724,42129,-0.3869,0.084407418,38326,28048,16192,0.0083,0.032441428,20416,-0.115,0.040904409,29844,-0.0352,0.059793847,86579,8.6579,0.173465068,41654,4986,36717,0.0417,0.073564223,27182.753,499114.9,54461.91448,469252.9,40789,0.0746,66374,6.6374,0.132983407,46640,0.1438,0.093445417,,,,,,,78900,-0.327,-0.283333333,5.698200535,,606770,552210,54560,0.098802992,Republican,0.044424001,0.815689309
New Jersey,2012,Mideast,30,0.05282616,560,-0.0063,0.00107745,268,0.0064,0.000515637,39076,-0.3053,0.075182907,38813,27778,15449,-0.0743,0.029724146,21169,0.0753,0.040729526,35313,0.5469,0.067942829,87538,8.7538,0.168424641,43277,4983,37529,0.0812,0.072206452,27456.175,519745.8,52826.1604,484600,41742,0.0953,66591,6.6591,0.128122247,48260,0.162,0.092853083,,,,,,,82810,0.391,0.008333333,5.715790989,,544573,488543,56030,0.11468796,Republican,0.04353001,0.824023741
New Jersey,2013,Mideast,30,0.054483053,527,-0.0033,0.000987471,412,0.0144,0.000771989,39059,-0.0017,0.073187134,39837,28626,15550,0.0101,0.029136945,23415,0.2246,0.043874056,34177,-0.1136,0.064039445,86682,8.6682,0.162421136,43148,4971,38003,0.0474,0.071208445,29076.881,533686.7,54483.05345,488591.3,42463,0.0721,68463,6.8463,0.128283129,48119,-0.0141,0.090163386,,,,,,,78210,-0.46,-1.008333333,5.72728638,,546178,486781,59397,0.122019964,Republican,0.04380055,0.803929802
New Jersey,2014,Mideast,30,0.054274902,545,0.0018,0.000996651,272,-0.014,0.000497411,40598,0.1539,0.074242248,41533,29823,15229,-0.0321,0.02784953,22617,-0.0798,0.04136009,29956,-0.4221,0.054781043,84854,8.4854,0.155173943,44278,5085,38930,0.0927,0.071191949,29679.226,546831.5,54274.90187,509357.6,43685,0.1222,71356,7.1356,0.130489922,49363,0.1244,0.090270952,,,,,,,78920,0.071,-1.641666667,5.737853524,,576978,517428,59550,0.115088476,Republican,0.044304393,0.81629614
New Jersey,2015,Mideast,30,0.055432234,594,0.0049,0.001043053,233,-0.0039,0.000409144,38817,-0.1781,0.068161956,42463,30452,14950,-0.0279,0.026251932,22646,0.0029,0.03976597,30191,0.0235,0.053014854,88976,8.8976,0.15624026,47381,4981,39856,0.0926,0.069986421,31567.654,569481.9,55432.23411,530303.1,44533,0.0848,72915,7.2915,0.128037432,52362,0.2999,0.091946733,,,,,,,82750,0.383,-1.033333333,5.755479925,,624357,567054,57303,0.101053868,Republican,0.04439042,0.800805178
New Jersey,2016,Mideast,30,0.054271994,846.4,0.02524,0.00145612,421.7,0.01887,0.00072548,48249.6,0.94326,0.083007108,47945.8,32714.5,20475.9,0.55259,0.0352261,26756,0.411,0.046030189,37650.6,0.74596,0.064772919,98139.1,9.81391,0.16883545,53900.7,7403,45566,0.571,0.078390327,31546.72,581270.7,54271.9941,545301.7,45607,0.1074,80660.3,8.06603,0.138765467,61303.7,0.89417,0.105464975,,,,,,,82150,-0.06,-0.758333333,5.764378432,,660833,599787,61046,0.101779465,Republican,0.050732956,0.934790714
New Jersey,2017,Mideast,30,0.056094308,936.9,0.00905,0.001587733,359.6,-0.00621,0.000609402,46725.3,-0.15243,0.079183788,48460.2,37506.9,22681.5,0.22056,0.038437572,24657.3,-0.20987,0.041785893,37013.5,-0.06371,0.062725528,94081.8,9.40818,0.159437249,55686.4,7433.1,47817.7,0.22517,0.081035041,33100.505,590086.7,56094.30784,566237.1,46736,0.1129,85967.1,8.59671,0.145685541,63119.5,0.18158,0.106966485,,,,,,,84000,0.185,-0.408333334,5.770915826,,674712,613125,61587,0.100447706,Republican,0.053215557,0.948680158
New Jersey,2018,Mideast,30,0.058272369,949.7,0.00128,0.001564858,303.2,-0.00564,0.000499594,54211.3,0.7486,0.089326078,49372.4,38482.5,23273.2,0.05917,0.038348161,26606,0.19487,0.043839746,36630.1,-0.03834,0.060356848,93493.4,9.34934,0.15405273,58209.7,7559,49013.2,0.11955,0.080760965,35365.046,606892.2,58272.36863,591910.4,48411,0.1675,87854.9,8.78549,0.144761953,65768.7,0.26492,0.108369658,,,,,,,85740,0.174,-0.525,5.783111556,,696507,634179,62328,0.0982814,Republican,0.053092661,0.911112109
New Jersey,2019,Mideast,30,0.06230592,1130.1,0.01804,0.001831276,465.9,0.01627,0.00075497,54277,0.00657,0.087953426,50900.1,39604.3,23457.7,0.01845,0.038012143,27769.4,0.11634,0.044999058,35420.7,-0.12094,0.057397644,94100.5,9.41005,0.152485608,60405.9,7721.6,51010.9,0.19977,0.082660858,38449.65,617110.7,62305.92015,624819.8,50009,0.1598,90504.4,9.05044,0.14665829,68127.5,0.23588,0.110397535,,,,,,,99920,1.418,-0.558333333,5.790363077,,749554,685729,63825,0.093076128,,,0
New Jersey,2020,Mideast,30,0.063639555,1064.3,-0.00658,0.001785818,428.3,-0.00376,0.000718656,52729.4,-0.15476,0.088476096,49950.2,37756.3,19643.9,-0.38138,0.032961035,28592.4,0.0823,0.047975967,37703.6,0.22829,0.063263897,93630.3,9.36303,0.157104831,60931,6893.3,48334.5,-0.26764,0.081101774,37927.482,595973.4,63639.55505,657894.4,48875,-0.1134,87706.5,8.77065,0.147165125,67824.3,-0.03032,0.11380424,,,,,,,96430,-0.349,6,5.775226876,,750722,685084,65638,0.095810149,,,0
New Jersey,2021,Mideast,30,0.069447129,945.9,-0.01184,0.001503789,419.2,-0.00091,0.000666443,52782.7,0.00533,0.083913755,49456.5,38039.5,23258.2,0.36143,0.036975806,34200.7,0.56083,0.054372155,40288.7,0.25851,0.064050837,97213.4,9.72134,0.154549529,66770.6,7267.1,51271.1,0.29366,0.081510618,43683.029,629011.3,69447.12917,705095.2,55472,0.6597,87496,8.7496,0.13910084,74037.7,0.62134,0.117704881,,,,,,,95490,-0.094,-2.841666667,5.798658447,,706466,640281,66185,0.103368677,,,0
New Jersey,2022,Mideast,30,0.08159803,883.2,-0.00627,0.001365637,352,-0.00672,0.000544275,52798.3,0.00156,0.081638696,47824.4,34405.5,25001.3,0.17431,0.03865794,37282.4,0.30817,0.057647434,41845.8,0.15571,0.064703533,104241.7,10.42417,0.161182395,72884.1,7653.8,54163.8,0.28927,0.083750083,"52,772",646731.3,81598.02997,714990.2,60082,0.461,82229.9,8.22299,0.127146931,80537.9,0.65002,0.124530698,,,,,,,92340,-0.315,-2.941666666,5.81072388,,696398,641753,54645,0.085149582,,,0
New Mexico,1997,Southwest,31,0,732,0.0732,0.01393991,7196,0.7196,0.137037693,4042,,0.076974202,2392,3853,1586,,0.030203138,1158,,0.02205248,1417,,0.026984771,6511,,0.123992832,3753,333,3446,,0.06562422,0,52511.1,0,,17275,,6245,0.6245,0.118927236,4086,,0.07781212,,,,,,,51740,,,4.720251116,,234160,206311,27849,0.134985532,Republican,,#DIV/0!
New Mexico,1998,Southwest,31,0,756,0.0756,0.01491645,7479,0.7479,0.14756631,3610,-0.0432,0.071228022,2550,4108,1750,0.0164,0.03452882,1411,0.0253,0.027840094,1453,0.0036,0.028668786,6512,1.00E-04,0.128486671,3645,323,3580,0.0134,0.0706361,0,50682.3,0,38233.1,18056,0.0781,6658,0.6658,0.131367361,3968,-0.0118,0.078291632,,,,,,,53520,0.178,-0.191666666,4.704856315,,246128,218966,27162,0.124046656,Republican,,#DIV/0!
New Mexico,1999,Southwest,31,0,909,0.0909,0.017120966,6863,0.6863,0.129264232,4781,0.1171,0.090049875,2479,4195,1745,-0.0005,0.03286698,1411,0,0.026576108,1588,0.0135,0.029909894,6816,0.0304,0.128378989,3617,348,3582,0.0002,0.067466775,0,53092.8,0,38915.1,18965,0.0909,6674,0.6674,0.125704427,3965,-0.0003,0.074680559,,,,,,,54150,0.063,-0.641666667,4.72503563,,267886,237884,30002,0.126120294,Republican,,#DIV/0!
New Mexico,2000,Southwest,31,0.067770803,918,0.0918,0.016620529,6247,0.6247,0.113102879,4815,0.0034,0.087176303,2529,4204,1808,0.0063,0.032734113,1445,0.0034,0.026161943,1576,-0.0012,0.028533718,6973,0.0157,0.126247219,3757,343,3741,0.0159,0.06773137,3743.178,55232.9,67770.80327,41922.3,19971,0.1006,6733,0.6733,0.121901982,4100,0.0135,0.074231119,,,,,,,56390,0.224,-0.575,4.742197846,,285874,254098,31776,0.125054113,Republican,0.091362144,1.348104788
New Mexico,2001,Southwest,31,0.071486295,1032,0.1032,0.018433114,7629,0.7629,0.136265723,3759,-0.1056,0.067141546,2613,4360,1638,-0.017,0.02925721,1562,0.0117,0.027899732,1767,0.0191,0.031561349,7381,0.0408,0.13183606,3968,358,3852,0.0111,0.068802669,4002.246,55986.2,71486.29484,44958.8,20703,0.0732,6973,0.6973,0.124548549,4326,0.0226,0.077269041,,,,,,,52050,-0.434,-0.066666667,4.748080991,,318542,284384,34158,0.120112243,Republican,0.096472777,1.349528284
New Mexico,2002,Southwest,31,0.062492873,891,0.0891,0.015347383,7625,0.7625,0.131339839,3492,-0.0267,0.06014934,2644,4573,1666,0.0028,0.028696678,1750,0.0188,0.03014357,1991,0.0224,0.03429477,7845,0.0464,0.135129316,4275,349,4206,0.0354,0.072447916,3628.055,58055.5,62492.8732,46821.7,21310,0.0607,7217,0.7217,0.124312081,4624,0.0298,0.079647923,,,,,,,55030,0.298,0.525,4.76384337,,352895,314672,38223,0.12146934,Republican,0.094016629,1.504437618
New Mexico,2003,Southwest,31,0.05735121,859,0.0859,0.013657488,6823,0.6823,0.108480839,5251,0.1759,0.083487159,2747,4809,1779,0.0113,0.028284833,1809,0.0059,0.028761811,1926,-0.0065,0.030622028,7356,-0.0489,0.116955159,4468,378,4455,0.0249,0.070831326,3607.156,62895.9,57351.21049,49019.7,22292,0.0982,7556,0.7556,0.120135017,4846,0.0222,0.077047947,,,,,,,53370,-0.166,0.416666667,4.798622336,,388542,350650,37892,0.10806217,Democrat,0.088544616,1.543901445
New Mexico,2004,Southwest,31,0.057380841,1030,0.103,0.014768994,6564,0.6564,0.094120076,7504,0.2253,0.107598576,2877,4996,1972,0.0193,0.028276172,1828,0.0019,0.02621138,1952,0.0026,0.027989395,7371,0.0015,0.105691512,4601,427,4697,0.0242,0.067349482,4001.78,69740.7,57380.84074,52099.7,23533,0.1241,7873,0.7873,0.112889604,5028,0.0182,0.072095634,,,,,,,58680,0.531,-0.341666667,4.843486302,,407512,369909,37603,0.101654731,Democrat,0.08633048,1.50451751
New Mexico,2005,Southwest,31,0.060777222,1195,0.1195,0.016217859,6508,0.6508,0.08832287,6593,-0.0911,0.089476441,2957,4981,2079,0.0107,0.028215004,1924,0.0096,0.026111432,2097,0.0145,0.02845929,8048,0.0677,0.109222873,4605,430,4836,0.0139,0.065631438,4478.321,73684.2,60777.22225,55540.8,25022,0.1489,7938,0.7938,0.107730015,5035,0.0007,0.068332153,,,,,,,56140,-0.254,-0.375,4.867374373,,428018,388870,39148,0.100671175,Democrat,0.089999499,1.480809686
New Mexico,2006,Southwest,31,0.066007238,1061,0.1061,0.013703389,6683,0.6683,0.086314563,5979,-0.0614,0.077222022,3104,5185,2196,0.0117,0.028362529,2110,0.0186,0.027251792,2136,0.0039,0.027587596,8332,0.0284,0.107612291,5297,426,5004,0.0168,0.064629369,5110.683,77426.1,66007.23787,59713.7,26344,0.1322,8289,0.8289,0.107056923,5723,0.0688,0.073915643,,,,,,,56070,-0.007,-0.95,4.888887384,,434099,391181,42918,0.109713918,Democrat,0.08774464,1.32931846
New Mexico,2007,Southwest,31,0.068599043,999,0.0999,0.012398725,6788,0.6788,0.084246793,5043,-0.0936,0.06258936,3122,5156,2149,-0.0047,0.026671532,2323,0.0213,0.02883107,2024,-0.0112,0.02512014,9040,0.0708,0.112196672,5842,424,5063,0.0059,0.062837583,5527.217,80572.8,68599.04335,63243.6,27502,0.1158,8278,0.8278,0.102739386,6266,0.0543,0.07776818,,,,,,,60580,0.451,-0.641666666,4.906188456,,443797,397808,45989,0.115606021,Democrat,0.08721975,1.271442664
New Mexico,2008,Southwest,31,0.062246125,879,0.0879,0.010498757,6774,0.6774,0.080908507,4885,-0.0158,0.058346332,3089,5013,2216,0.0067,0.026467855,3682,0.1359,0.043977727,2019,-0.0005,0.024114892,9205,0.0165,0.109944317,6117,448,5405,0.0342,0.064557201,5211.507,83724.2,62246.12478,67462.4,28471,0.0969,8102,0.8102,0.096770109,6565,0.0299,0.078412215,,,,,,,55470,-0.511,0.708333333,4.922851006,,461317,411142,50175,0.122038128,Democrat,0.085564763,1.374619914
New Mexico,2009,Southwest,31,0.058734817,809,0.0809,0.009863761,7614,0.7614,0.09283396,4654,-0.0231,0.056744057,2547,4977,1887,-0.0329,0.023007313,3811,0.0129,0.04646575,2173,0.0154,0.026494378,9594,0.0389,0.116975178,6016,459,5579,0.0174,0.068022151,4817.277,82017.4,58734.81725,67011.8,27866,-0.0605,7524,0.7524,0.091736631,6475,-0.009,0.078946663,,,,,,,57600,0.213,2.75,4.913905998,,537991,484480,53511,0.11045038,Democrat,0.085778736,1.460441019
New Mexico,2010,Southwest,31,0.051140349,1153,0.1153,0.013727955,7306,0.7306,0.086987375,4431,-0.0223,0.052756783,2630,4914,1973,0.0086,0.023491116,3988,0.0177,0.047482295,2201,0.0028,0.02620575,10233,0.0639,0.121837093,6022,458,5616,0.0037,0.06686574,4295.237,83989.2,51140.349,69499.8,28465,0.0599,7544,0.7544,0.089821072,6480,0.0005,0.077152777,,,,,,,58900,0.13,0.725,4.924223445,,608390,559569,48821,0.087247507,Democrat,0.091232327,1.783959804
